order_id,product_id,product_name,category,supplier,customer_id,region,channel,price,order_date,delivery_days,is_returned,return_reason,return_date
ORD10206,PRD5206,Nike Apparel Product,Apparel,Nike,CUST5380,North India,Retail Store,4762.91,13-09-2024,7,0,,
ORD10207,PRD5207,Nike Beauty Product,Beauty,Nike,CUST6438,West India,Retail Store,3232.82,07-01-2024,2,0,,
ORD10208,PRD5208,Nike Apparel Product,Apparel,Nike,CUST2231,East India,Retail Store,1607.41,14-05-2024,10,0,,
ORD10209,PRD5209,Philips Footwear Product,Footwear,Philips,CUST1269,East India,Mobile App,3428.09,17-08-2024,3,0,,
ORD10210,PRD5210,Samsung Apparel Product,Apparel,Samsung,CUST6098,East India,Mobile App,3999.58,25-11-2024,8,0,,
ORD10211,PRD5211,Philips Beauty Product,Beauty,Philips,CUST2323,West India,Mobile App,637.79,23-12-2024,10,0,,
ORD10212,PRD5212,Nike Beauty Product,Beauty,Nike,CUST9713,South India,Retail Store,476.28,22-04-2024,4,0,,
ORD10213,PRD5213,Nike Footwear Product,Footwear,Nike,CUST9260,East India,Website,2319.35,15-11-2024,2,1,Changed mind,22-11-2024
ORD10214,PRD5214,Boat Beauty Product,Beauty,Boat,CUST3221,West India,Mobile App,1884.39,14-02-2024,5,0,,
ORD10215,PRD5215,Samsung Books Product,Books,Samsung,CUST1241,West India,Retail Store,886.36,26-08-2024,6,0,,
ORD10216,PRD5216,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST7184,South India,Mobile App,3167.45,18-01-2024,6,0,,
ORD10217,PRD5217,AmazonBasics Home & Kitchen Product,Home & Kitchen,AmazonBasics,CUST4939,North India,Mobile App,603.71,14-06-2024,2,0,,
ORD10218,PRD5218,Samsung Electronics Product,Electronics,Samsung,CUST7625,East India,Website,549.26,23-01-2024,3,1,Size mismatch,30-01-2024
ORD10219,PRD5219,Nike Footwear Product,Footwear,Nike,CUST6270,North India,Retail Store,3589.96,19-03-2024,5,0,,
ORD10220,PRD5220,Samsung Home & Kitchen Product,Home & Kitchen,Samsung,CUST6195,North India,Retail Store,607.22,27-03-2024,5,1,Size mismatch,05-04-2024
ORD10221,PRD5221,Lakme Home & Kitchen Product,Home & Kitchen,Lakme,CUST3893,West India,Retail Store,1996.5,24-10-2024,3,0,,
ORD10222,PRD5222,Nike Home & Kitchen Product,Home & Kitchen,Nike,CUST2083,South India,Website,4101.44,20-12-2024,3,1,Wrong item sent,02-01-2025
ORD10223,PRD5223,Nike Home & Kitchen Product,Home & Kitchen,Nike,CUST1035,West India,Retail Store,4932.81,24-03-2024,2,0,,
ORD10224,PRD5224,AmazonBasics Home & Kitchen Product,Home & Kitchen,AmazonBasics,CUST8114,South India,Retail Store,2006.05,26-04-2024,10,0,,
ORD10225,PRD5225,Samsung Home & Kitchen Product,Home & Kitchen,Samsung,CUST9609,North India,Mobile App,3930.31,22-03-2024,10,0,,
ORD10226,PRD5226,Nike Electronics Product,Electronics,Nike,CUST5217,South India,Retail Store,2236.27,08-11-2024,10,1,Late delivery,26-11-2024
ORD10227,PRD5227,Lakme Beauty Product,Beauty,Lakme,CUST7815,South India,Retail Store,733.75,23-03-2024,10,0,,
ORD10228,PRD5228,Nike Home & Kitchen Product,Home & Kitchen,Nike,CUST6040,South India,Website,254.5,28-06-2024,2,0,,
ORD10229,PRD5229,Philips Apparel Product,Apparel,Philips,CUST3598,West India,Retail Store,470.26,26-11-2024,2,0,,
ORD10230,PRD5230,Nike Apparel Product,Apparel,Nike,CUST6981,North India,Mobile App,764.13,17-10-2024,2,0,,
ORD10231,PRD5231,Philips Books Product,Books,Philips,CUST3420,North India,Website,3781.02,05-09-2024,9,0,,
ORD10232,PRD5232,AmazonBasics Footwear Product,Footwear,AmazonBasics,CUST9704,West India,Mobile App,4818.43,17-03-2024,5,0,,
ORD10233,PRD5233,AmazonBasics Electronics Product,Electronics,AmazonBasics,CUST3224,South India,Mobile App,1571.42,27-02-2024,9,1,Defective item,13-03-2024
ORD10234,PRD5234,Nike Books Product,Books,Nike,CUST7591,South India,Mobile App,1273.26,14-08-2024,9,1,Defective item,01-09-2024
ORD10235,PRD5235,Boat Apparel Product,Apparel,Boat,CUST7432,West India,Retail Store,258.34,06-06-2024,9,1,Late delivery,20-06-2024
ORD10236,PRD5236,Philips Electronics Product,Electronics,Philips,CUST8775,North India,Retail Store,407.17,03-11-2024,6,1,Late delivery,17-11-2024
ORD10237,PRD5237,Lakme Home & Kitchen Product,Home & Kitchen,Lakme,CUST2547,North India,Retail Store,2732.97,19-04-2024,3,1,Wrong item sent,27-04-2024
ORD10238,PRD5238,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST5412,West India,Mobile App,554.22,06-09-2024,2,0,,
ORD10239,PRD5239,Philips Books Product,Books,Philips,CUST2803,North India,Website,4852.65,21-02-2024,5,0,,
ORD10240,PRD5240,Samsung Books Product,Books,Samsung,CUST7321,North India,Retail Store,3221.11,14-01-2024,10,0,,
ORD10241,PRD5241,Samsung Footwear Product,Footwear,Samsung,CUST6651,North India,Mobile App,2381.8,20-10-2024,9,0,,
ORD10242,PRD5242,Nike Apparel Product,Apparel,Nike,CUST8719,South India,Website,3004.71,26-11-2024,5,1,Size mismatch,07-12-2024
ORD10243,PRD5243,Philips Apparel Product,Apparel,Philips,CUST4256,North India,Retail Store,418.14,11-07-2024,8,0,,
ORD10244,PRD5244,AmazonBasics Beauty Product,Beauty,AmazonBasics,CUST8535,West India,Mobile App,4761.98,20-05-2024,8,1,Defective item,03-06-2024
ORD10245,PRD5245,Boat Beauty Product,Beauty,Boat,CUST2491,East India,Retail Store,2387.15,15-03-2024,8,0,,
ORD10246,PRD5246,Nike Footwear Product,Footwear,Nike,CUST3990,East India,Mobile App,1531.43,01-10-2024,10,0,,
ORD10247,PRD5247,Samsung Footwear Product,Footwear,Samsung,CUST1656,South India,Website,2425.75,11-01-2024,10,0,,
ORD10248,PRD5248,Samsung Beauty Product,Beauty,Samsung,CUST9576,West India,Mobile App,3001.55,12-01-2024,5,0,,
ORD10249,PRD5249,Philips Home & Kitchen Product,Home & Kitchen,Philips,CUST9001,East India,Website,4877.1,01-08-2024,6,1,Size mismatch,15-08-2024
ORD10250,PRD5250,AmazonBasics Books Product,Books,AmazonBasics,CUST1330,West India,Retail Store,3551.18,19-06-2024,4,0,,
ORD10251,PRD5251,Nike Beauty Product,Beauty,Nike,CUST1733,West India,Mobile App,1685.73,19-07-2024,4,1,Late delivery,26-07-2024
ORD10252,PRD5252,Lakme Beauty Product,Beauty,Lakme,CUST6944,North India,Retail Store,3486.71,08-09-2024,10,0,,
ORD10253,PRD5253,Boat Beauty Product,Beauty,Boat,CUST8946,West India,Retail Store,4572.45,26-07-2024,8,1,Wrong item sent,11-08-2024
ORD10254,PRD5254,Boat Electronics Product,Electronics,Boat,CUST5942,West India,Website,4759.04,19-01-2024,7,0,,
ORD10255,PRD5255,Nike Electronics Product,Electronics,Nike,CUST8469,West India,Website,3144.39,05-02-2024,8,0,,
ORD10256,PRD5256,Samsung Apparel Product,Apparel,Samsung,CUST9440,West India,Website,4677.1,21-11-2024,7,1,Defective item,04-12-2024
ORD10257,PRD5257,Lakme Apparel Product,Apparel,Lakme,CUST1206,East India,Mobile App,417.05,01-06-2024,2,0,,
ORD10258,PRD5258,Boat Electronics Product,Electronics,Boat,CUST8939,North India,Retail Store,2007.02,24-08-2024,10,1,Late delivery,12-09-2024
ORD10259,PRD5259,Lakme Footwear Product,Footwear,Lakme,CUST8424,West India,Retail Store,4938.93,06-07-2024,6,0,,
ORD10260,PRD5260,Lakme Electronics Product,Electronics,Lakme,CUST7750,East India,Retail Store,3051.83,17-12-2024,10,0,,
ORD10261,PRD5261,Philips Footwear Product,Footwear,Philips,CUST8604,South India,Retail Store,4855.59,10-06-2024,4,1,Late delivery,17-06-2024
ORD10262,PRD5262,Boat Electronics Product,Electronics,Boat,CUST1793,North India,Mobile App,4223.98,21-04-2024,8,0,,
ORD10263,PRD5263,Lakme Beauty Product,Beauty,Lakme,CUST7992,East India,Website,2191.13,28-08-2024,8,0,,
ORD10264,PRD5264,Nike Footwear Product,Footwear,Nike,CUST6352,North India,Retail Store,470.6,06-04-2024,6,1,Wrong item sent,20-04-2024
ORD10265,PRD5265,AmazonBasics Beauty Product,Beauty,AmazonBasics,CUST2491,North India,Retail Store,4101.92,28-04-2024,4,1,Late delivery,05-05-2024
ORD10266,PRD5266,Nike Home & Kitchen Product,Home & Kitchen,Nike,CUST3596,West India,Mobile App,4983.86,05-12-2024,8,0,,
ORD10267,PRD5267,Samsung Books Product,Books,Samsung,CUST8705,East India,Website,3891.14,01-05-2024,6,1,Wrong item sent,11-05-2024
ORD10268,PRD5268,Philips Beauty Product,Beauty,Philips,CUST7272,South India,Website,4278.31,06-01-2024,4,0,,
ORD10269,PRD5269,Samsung Books Product,Books,Samsung,CUST5907,West India,Mobile App,2362.61,15-05-2024,6,0,,
ORD10270,PRD5270,Lakme Home & Kitchen Product,Home & Kitchen,Lakme,CUST2312,West India,Website,4779.44,24-03-2024,6,0,,
ORD10271,PRD5271,Lakme Books Product,Books,Lakme,CUST3807,South India,Retail Store,1297.49,08-09-2024,10,0,,
ORD10272,PRD5272,Lakme Home & Kitchen Product,Home & Kitchen,Lakme,CUST3571,West India,Mobile App,3167.02,15-04-2024,3,0,,
ORD10273,PRD5273,Philips Electronics Product,Electronics,Philips,CUST7923,West India,Website,745.08,11-07-2024,8,0,,
ORD10274,PRD5274,Boat Books Product,Books,Boat,CUST2898,North India,Retail Store,2697.48,14-12-2024,7,0,,
ORD10275,PRD5275,Samsung Beauty Product,Beauty,Samsung,CUST8499,East India,Website,2696.78,10-12-2024,3,1,Size mismatch,20-12-2024
ORD10276,PRD5276,Nike Footwear Product,Footwear,Nike,CUST9024,North India,Mobile App,2849.15,06-03-2024,10,0,,
ORD10277,PRD5277,Nike Electronics Product,Electronics,Nike,CUST8419,North India,Website,4407.94,20-11-2024,5,0,,
ORD10278,PRD5278,Boat Footwear Product,Footwear,Boat,CUST4464,South India,Mobile App,843.27,05-08-2024,5,0,,
ORD10279,PRD5279,Philips Beauty Product,Beauty,Philips,CUST9734,South India,Mobile App,3824.66,22-04-2024,5,0,,
ORD10280,PRD5280,Lakme Apparel Product,Apparel,Lakme,CUST6243,South India,Retail Store,3579.58,13-02-2024,5,0,,
ORD10281,PRD5281,Nike Footwear Product,Footwear,Nike,CUST6215,West India,Website,854.58,19-11-2024,7,0,,
ORD10282,PRD5282,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST3881,West India,Retail Store,1882.82,03-09-2024,3,0,,
ORD10283,PRD5283,Nike Home & Kitchen Product,Home & Kitchen,Nike,CUST2129,South India,Retail Store,2082.77,10-01-2024,5,0,,
ORD10284,PRD5284,Nike Books Product,Books,Nike,CUST3566,East India,Mobile App,4539.96,06-08-2024,9,0,,
ORD10285,PRD5285,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST2229,West India,Mobile App,2667.15,28-07-2024,2,0,,
ORD10286,PRD5286,AmazonBasics Footwear Product,Footwear,AmazonBasics,CUST3627,North India,Mobile App,2103.41,04-05-2024,5,0,,
ORD10287,PRD5287,Lakme Books Product,Books,Lakme,CUST8815,West India,Website,4339.35,23-03-2024,2,1,Wrong item sent,04-04-2024
ORD10288,PRD5288,AmazonBasics Electronics Product,Electronics,AmazonBasics,CUST6028,North India,Retail Store,905.95,11-07-2024,3,1,Other,20-07-2024
ORD10289,PRD5289,AmazonBasics Electronics Product,Electronics,AmazonBasics,CUST5301,West India,Retail Store,2562.16,09-03-2024,8,0,,
ORD10290,PRD5290,Samsung Footwear Product,Footwear,Samsung,CUST5126,West India,Website,2403.85,15-05-2024,9,1,Late delivery,28-05-2024
ORD10291,PRD5291,Philips Electronics Product,Electronics,Philips,CUST4136,South India,Retail Store,2564.57,12-12-2024,4,0,,
ORD10292,PRD5292,Philips Beauty Product,Beauty,Philips,CUST9823,West India,Retail Store,3240.32,25-02-2024,4,0,,
ORD10293,PRD5293,Samsung Beauty Product,Beauty,Samsung,CUST6097,East India,Website,564.14,25-08-2024,7,0,,
ORD10294,PRD5294,Philips Home & Kitchen Product,Home & Kitchen,Philips,CUST6782,North India,Mobile App,814.62,26-09-2024,7,0,,
ORD10295,PRD5295,Boat Home & Kitchen Product,Home & Kitchen,Boat,CUST4075,South India,Retail Store,866.37,06-02-2024,2,0,,
ORD10296,PRD5296,AmazonBasics Footwear Product,Footwear,AmazonBasics,CUST9853,North India,Retail Store,1073.02,23-07-2024,2,0,,
ORD10297,PRD5297,Philips Apparel Product,Apparel,Philips,CUST3416,South India,Mobile App,4504.58,16-07-2024,4,0,,
ORD10298,PRD5298,Lakme Books Product,Books,Lakme,CUST9250,East India,Website,3404.28,08-06-2024,4,0,,
ORD10299,PRD5299,Philips Home & Kitchen Product,Home & Kitchen,Philips,CUST2379,North India,Mobile App,1122.99,14-06-2024,3,0,,
ORD10300,PRD5300,Boat Footwear Product,Footwear,Boat,CUST3269,West India,Mobile App,1010.89,03-10-2024,5,0,,
ORD10301,PRD5301,Philips Footwear Product,Footwear,Philips,CUST1845,East India,Mobile App,1049.65,13-11-2024,6,0,,
ORD10302,PRD5302,Lakme Apparel Product,Apparel,Lakme,CUST1458,East India,Website,779.05,08-03-2024,8,0,,
ORD10303,PRD5303,Samsung Books Product,Books,Samsung,CUST6119,East India,Mobile App,1190.4,03-07-2024,2,0,,
ORD10304,PRD5304,AmazonBasics Books Product,Books,AmazonBasics,CUST7290,East India,Mobile App,2616.4,15-02-2024,8,0,,
ORD10305,PRD5305,Nike Beauty Product,Beauty,Nike,CUST5530,West India,Mobile App,388.7,07-12-2024,3,0,,
ORD10306,PRD5306,Boat Apparel Product,Apparel,Boat,CUST8719,North India,Mobile App,3213.92,14-04-2024,2,0,,
ORD10307,PRD5307,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST6940,East India,Website,4393.18,16-11-2024,5,1,Late delivery,29-11-2024
ORD10308,PRD5308,Lakme Books Product,Books,Lakme,CUST2583,North India,Retail Store,493.17,26-08-2024,6,0,,
ORD10309,PRD5309,Lakme Home & Kitchen Product,Home & Kitchen,Lakme,CUST2502,North India,Website,4069.77,14-11-2024,2,0,,
ORD10310,PRD5310,Lakme Apparel Product,Apparel,Lakme,CUST4947,South India,Mobile App,1085.7,21-10-2024,4,0,,
ORD10311,PRD5311,Samsung Beauty Product,Beauty,Samsung,CUST7669,East India,Website,1978.27,15-03-2024,4,0,,
ORD10312,PRD5312,AmazonBasics Beauty Product,Beauty,AmazonBasics,CUST9764,East India,Retail Store,3167.62,23-01-2024,7,0,,
ORD10313,PRD5313,Samsung Apparel Product,Apparel,Samsung,CUST4178,South India,Website,2420.17,26-05-2024,9,0,,
ORD10314,PRD5314,Philips Electronics Product,Electronics,Philips,CUST5982,East India,Website,376.08,19-02-2024,9,0,,
ORD10315,PRD5315,Lakme Books Product,Books,Lakme,CUST5823,West India,Mobile App,3624.08,03-09-2024,8,1,Size mismatch,12-09-2024
ORD10316,PRD5316,Boat Footwear Product,Footwear,Boat,CUST9053,South India,Mobile App,2656.05,08-12-2024,6,0,,
ORD10317,PRD5317,Philips Beauty Product,Beauty,Philips,CUST7069,East India,Mobile App,714.43,18-06-2024,8,0,,
ORD10318,PRD5318,Philips Electronics Product,Electronics,Philips,CUST2982,South India,Mobile App,2756.56,02-01-2024,9,0,,
ORD10319,PRD5319,Nike Footwear Product,Footwear,Nike,CUST9342,East India,Website,1492.37,23-01-2024,6,0,,
ORD10320,PRD5320,Philips Electronics Product,Electronics,Philips,CUST9249,East India,Website,296.34,04-09-2024,10,0,,
ORD10321,PRD5321,Lakme Apparel Product,Apparel,Lakme,CUST9503,West India,Mobile App,1214.95,26-03-2024,10,0,,
ORD10322,PRD5322,Nike Electronics Product,Electronics,Nike,CUST2757,East India,Website,774.86,02-10-2024,6,1,Wrong item sent,09-10-2024
ORD10323,PRD5323,AmazonBasics Home & Kitchen Product,Home & Kitchen,AmazonBasics,CUST1119,West India,Mobile App,3049.24,14-08-2024,2,0,,
ORD10324,PRD5324,Philips Footwear Product,Footwear,Philips,CUST5892,West India,Mobile App,3988.02,01-03-2024,8,0,,
ORD10325,PRD5325,Boat Electronics Product,Electronics,Boat,CUST7732,North India,Retail Store,617.22,26-07-2024,3,0,,
ORD10326,PRD5326,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST6853,West India,Retail Store,3016.84,27-11-2024,9,0,,
ORD10327,PRD5327,Lakme Beauty Product,Beauty,Lakme,CUST7926,West India,Website,2271.97,05-11-2024,2,0,,
ORD10328,PRD5328,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST1609,South India,Retail Store,1562.12,01-03-2024,5,0,,
ORD10329,PRD5329,Samsung Books Product,Books,Samsung,CUST5949,South India,Mobile App,3300.4,21-04-2024,10,0,,
ORD10330,PRD5330,Samsung Beauty Product,Beauty,Samsung,CUST2990,West India,Mobile App,1909.26,21-07-2024,7,1,Late delivery,01-08-2024
ORD10331,PRD5331,Philips Apparel Product,Apparel,Philips,CUST6196,East India,Retail Store,3107.72,23-09-2024,8,0,,
ORD10332,PRD5332,AmazonBasics Home & Kitchen Product,Home & Kitchen,AmazonBasics,CUST6170,North India,Mobile App,688.56,09-06-2024,10,0,,
ORD10333,PRD5333,Philips Home & Kitchen Product,Home & Kitchen,Philips,CUST1560,West India,Website,1380.6,16-12-2024,9,0,,
ORD10334,PRD5334,Philips Books Product,Books,Philips,CUST9071,East India,Mobile App,1095.52,23-03-2024,7,0,,
ORD10335,PRD5335,Boat Beauty Product,Beauty,Boat,CUST4313,West India,Mobile App,1032.19,09-11-2024,10,1,Wrong item sent,28-11-2024
ORD10336,PRD5336,Lakme Beauty Product,Beauty,Lakme,CUST2669,South India,Retail Store,585.12,20-05-2024,8,0,,
ORD10337,PRD5337,Philips Electronics Product,Electronics,Philips,CUST7518,West India,Website,2169.9,22-10-2024,4,1,Changed mind,31-10-2024
ORD10338,PRD5338,Boat Footwear Product,Footwear,Boat,CUST8954,West India,Website,737.79,03-04-2024,5,0,,
ORD10339,PRD5339,Boat Apparel Product,Apparel,Boat,CUST4068,West India,Website,4853.46,05-03-2024,6,1,Defective item,18-03-2024
ORD10340,PRD5340,Samsung Books Product,Books,Samsung,CUST4502,South India,Mobile App,4121.95,02-02-2024,6,0,,
ORD10341,PRD5341,Lakme Apparel Product,Apparel,Lakme,CUST4644,North India,Mobile App,1020.26,26-12-2024,3,0,,
ORD10342,PRD5342,Boat Home & Kitchen Product,Home & Kitchen,Boat,CUST9896,North India,Website,4661,04-10-2024,7,0,,
ORD10343,PRD5343,Philips Beauty Product,Beauty,Philips,CUST1415,South India,Website,2943.74,18-11-2024,6,0,,
ORD10344,PRD5344,Lakme Beauty Product,Beauty,Lakme,CUST5773,East India,Website,3893.57,20-11-2024,3,0,,
ORD10345,PRD5345,Boat Beauty Product,Beauty,Boat,CUST3943,East India,Mobile App,1753.66,03-12-2024,10,0,,
ORD10346,PRD5346,Nike Home & Kitchen Product,Home & Kitchen,Nike,CUST1628,North India,Retail Store,2636.53,06-11-2024,9,0,,
ORD10347,PRD5347,Lakme Footwear Product,Footwear,Lakme,CUST8305,North India,Mobile App,751.22,19-10-2024,3,0,,
ORD10348,PRD5348,Lakme Home & Kitchen Product,Home & Kitchen,Lakme,CUST5120,South India,Retail Store,1585.43,11-08-2024,4,0,,
ORD10349,PRD5349,Boat Beauty Product,Beauty,Boat,CUST3393,South India,Website,940.94,10-08-2024,2,0,,
ORD10350,PRD5350,Lakme Home & Kitchen Product,Home & Kitchen,Lakme,CUST8057,South India,Retail Store,2756.43,08-11-2024,10,0,,
ORD10351,PRD5351,Nike Electronics Product,Electronics,Nike,CUST8554,North India,Retail Store,1815.7,18-07-2024,7,0,,
ORD10352,PRD5352,Samsung Apparel Product,Apparel,Samsung,CUST6438,South India,Website,504.2,12-02-2024,9,1,Wrong item sent,02-03-2024
ORD10353,PRD5353,Philips Home & Kitchen Product,Home & Kitchen,Philips,CUST4278,East India,Mobile App,1747.3,17-12-2024,3,1,Defective item,23-12-2024
ORD10354,PRD5354,Lakme Beauty Product,Beauty,Lakme,CUST5114,South India,Mobile App,1422.28,26-05-2024,9,0,,
ORD10355,PRD5355,AmazonBasics Home & Kitchen Product,Home & Kitchen,AmazonBasics,CUST6949,West India,Website,3849.09,12-02-2024,4,0,,
ORD10356,PRD5356,Philips Books Product,Books,Philips,CUST5299,East India,Website,2463.57,10-06-2024,3,0,,
ORD10357,PRD5357,Nike Electronics Product,Electronics,Nike,CUST6094,East India,Mobile App,1874.57,07-08-2024,3,1,Other,16-08-2024
ORD10358,PRD5358,Boat Footwear Product,Footwear,Boat,CUST2588,West India,Website,4186.97,10-10-2024,8,1,Size mismatch,22-10-2024
ORD10359,PRD5359,Nike Beauty Product,Beauty,Nike,CUST8996,North India,Website,796.63,19-03-2024,7,0,,
ORD10360,PRD5360,Lakme Footwear Product,Footwear,Lakme,CUST6441,South India,Retail Store,4704.03,27-07-2024,6,0,,
ORD10361,PRD5361,Samsung Books Product,Books,Samsung,CUST8353,South India,Mobile App,519.18,23-01-2024,4,0,,
ORD10362,PRD5362,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST6846,South India,Website,2957.47,06-07-2024,7,1,Changed mind,19-07-2024
ORD10363,PRD5363,Boat Footwear Product,Footwear,Boat,CUST4664,South India,Mobile App,870.91,24-04-2024,3,0,,
ORD10364,PRD5364,AmazonBasics Footwear Product,Footwear,AmazonBasics,CUST5519,East India,Website,1167.81,13-09-2024,8,0,,
ORD10365,PRD5365,Philips Footwear Product,Footwear,Philips,CUST9570,East India,Website,988.48,05-02-2024,2,1,Changed mind,14-02-2024
ORD10366,PRD5366,Nike Footwear Product,Footwear,Nike,CUST3004,South India,Retail Store,3392.95,17-08-2024,3,0,,
ORD10367,PRD5367,Lakme Beauty Product,Beauty,Lakme,CUST8301,North India,Mobile App,1922.39,23-02-2024,7,1,Wrong item sent,03-03-2024
ORD10368,PRD5368,Samsung Beauty Product,Beauty,Samsung,CUST4555,North India,Retail Store,2083.74,10-12-2024,4,1,Changed mind,23-12-2024
ORD10369,PRD5369,Samsung Beauty Product,Beauty,Samsung,CUST6811,North India,Website,2307.85,25-10-2024,4,0,,
ORD10370,PRD5370,Samsung Apparel Product,Apparel,Samsung,CUST8910,West India,Retail Store,2420.86,08-03-2024,2,0,,
ORD10371,PRD5371,Nike Apparel Product,Apparel,Nike,CUST6600,West India,Website,3788.53,14-09-2024,4,0,,
ORD10372,PRD5372,AmazonBasics Electronics Product,Electronics,AmazonBasics,CUST4236,South India,Mobile App,1314.62,25-08-2024,10,1,Changed mind,12-09-2024
ORD10373,PRD5373,Philips Beauty Product,Beauty,Philips,CUST9216,West India,Retail Store,2042.68,03-05-2024,7,0,,
ORD10374,PRD5374,Philips Home & Kitchen Product,Home & Kitchen,Philips,CUST7798,West India,Retail Store,4551.07,05-09-2024,6,0,,
ORD10375,PRD5375,Lakme Electronics Product,Electronics,Lakme,CUST7424,East India,Mobile App,761.11,20-10-2024,10,1,Size mismatch,31-10-2024
ORD10376,PRD5376,Philips Home & Kitchen Product,Home & Kitchen,Philips,CUST9147,North India,Retail Store,3213,11-06-2024,9,0,,
ORD10377,PRD5377,Philips Apparel Product,Apparel,Philips,CUST9818,East India,Mobile App,868.51,04-02-2024,7,0,,
ORD10378,PRD5378,Lakme Footwear Product,Footwear,Lakme,CUST3667,West India,Mobile App,3176.35,04-12-2024,4,0,,
ORD10379,PRD5379,Boat Apparel Product,Apparel,Boat,CUST2729,West India,Mobile App,4490.68,27-11-2024,8,0,,
ORD10380,PRD5380,Philips Footwear Product,Footwear,Philips,CUST4535,South India,Mobile App,928.04,28-02-2024,9,0,,
ORD10381,PRD5381,Samsung Books Product,Books,Samsung,CUST3314,West India,Retail Store,1392.75,07-04-2024,7,0,,
ORD10382,PRD5382,Philips Books Product,Books,Philips,CUST2678,East India,Retail Store,360.96,07-11-2024,4,0,,
ORD10383,PRD5383,Lakme Footwear Product,Footwear,Lakme,CUST1734,East India,Website,3859.8,28-07-2024,10,1,Late delivery,15-08-2024
ORD10384,PRD5384,Samsung Beauty Product,Beauty,Samsung,CUST5382,North India,Website,1841.99,27-01-2024,8,1,Late delivery,12-02-2024
ORD10385,PRD5385,Philips Beauty Product,Beauty,Philips,CUST9662,East India,Retail Store,731.03,02-05-2024,5,1,Changed mind,09-05-2024
ORD10386,PRD5386,Philips Footwear Product,Footwear,Philips,CUST6887,South India,Website,811.95,22-03-2024,6,0,,
ORD10387,PRD5387,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST8912,East India,Retail Store,4027.02,19-02-2024,3,0,,
ORD10388,PRD5388,Boat Beauty Product,Beauty,Boat,CUST9171,North India,Retail Store,1300.41,23-09-2024,2,0,,
ORD10389,PRD5389,Philips Apparel Product,Apparel,Philips,CUST5428,West India,Retail Store,3656.18,07-01-2024,9,0,,
ORD10390,PRD5390,Lakme Home & Kitchen Product,Home & Kitchen,Lakme,CUST6022,West India,Mobile App,3530.95,23-06-2024,10,0,,
ORD10391,PRD5391,Boat Home & Kitchen Product,Home & Kitchen,Boat,CUST7441,South India,Website,1408.64,02-11-2024,6,0,,
ORD10392,PRD5392,AmazonBasics Beauty Product,Beauty,AmazonBasics,CUST7314,East India,Website,1071.67,03-06-2024,10,1,Size mismatch,23-06-2024
ORD10393,PRD5393,Nike Apparel Product,Apparel,Nike,CUST8901,South India,Retail Store,3000.28,21-12-2024,7,0,,
ORD10394,PRD5394,Lakme Home & Kitchen Product,Home & Kitchen,Lakme,CUST4063,North India,Retail Store,2417.63,06-10-2024,10,1,Size mismatch,21-10-2024
ORD10395,PRD5395,Boat Home & Kitchen Product,Home & Kitchen,Boat,CUST6898,West India,Mobile App,936.09,20-04-2024,6,0,,
ORD10396,PRD5396,AmazonBasics Beauty Product,Beauty,AmazonBasics,CUST8810,South India,Retail Store,2628.27,23-08-2024,9,0,,
ORD10397,PRD5397,Lakme Books Product,Books,Lakme,CUST5098,South India,Website,286.93,10-06-2024,4,1,Late delivery,18-06-2024
ORD10398,PRD5398,Nike Home & Kitchen Product,Home & Kitchen,Nike,CUST3417,West India,Mobile App,4674.17,18-03-2024,2,0,,
ORD10399,PRD5399,Samsung Apparel Product,Apparel,Samsung,CUST5634,East India,Retail Store,3543.92,09-02-2024,6,1,Other,25-02-2024
ORD10400,PRD5400,Nike Electronics Product,Electronics,Nike,CUST2853,West India,Mobile App,3594.75,06-12-2024,3,0,,
ORD10401,PRD5401,Philips Beauty Product,Beauty,Philips,CUST4820,West India,Mobile App,2966.18,16-01-2024,2,0,,
ORD10402,PRD5402,Philips Footwear Product,Footwear,Philips,CUST6942,South India,Retail Store,2235.83,27-04-2024,3,0,,
ORD10403,PRD5403,Philips Beauty Product,Beauty,Philips,CUST5964,West India,Retail Store,4684.96,07-07-2024,5,1,Late delivery,19-07-2024
ORD10404,PRD5404,Philips Electronics Product,Electronics,Philips,CUST6036,North India,Mobile App,2364.03,09-07-2024,10,0,,
ORD10405,PRD5405,AmazonBasics Beauty Product,Beauty,AmazonBasics,CUST8536,North India,Retail Store,4927.24,21-02-2024,8,1,Changed mind,02-03-2024
ORD10406,PRD5406,Nike Footwear Product,Footwear,Nike,CUST7330,South India,Mobile App,798.38,17-08-2024,2,1,Other,21-08-2024
ORD10407,PRD5407,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST4701,East India,Website,4375.5,28-08-2024,7,0,,
ORD10408,PRD5408,Nike Electronics Product,Electronics,Nike,CUST2414,South India,Website,3038.12,05-11-2024,10,0,,
